OrderID, ProductID, Quantity, Discount
1836,37,4,33.55
1145,89,5,41.57
1095,9,4,36.46
2364,19,2,4.54
2429,98,1,32.44
2151,55,2,21.5
4586,100,2,1.87
2506,10,4,16.5
2443,88,1,0.26
4923,72,5,39.02
4021,14,5,24.42
4919,7,4,12.24
4056,7,2,38.29
4822,51,1,35.5
3433,35,3,27.89
3119,6,2,32.43
2040,66,3,30.93
2586,25,5,31.03
1081,66,1,14.03
3899,70,4,22.01
4684,30,3,27.15
3121,90,5,34.18
4544,10,1,43.86
4796,53,3,41.48
3494,39,2,38.16
43,39,4,25.06
940,75,5,10.57
4878,71,2,22.48
4009,75,5,33.8
1697,93,2,28.64
1996,62,4,0.66
2654,89,4,28.21
4716,42,1,35.44
2354,8,5,40.72
3230,43,3,40.53
642,90,3,38.04
980,18,1,7.47
1901,37,2,30.39
2815,83,2,22.6
265,2,1,44.46
4198,47,2,43.23
1853,87,1,2.03
4811,98,3,36.48
1163,52,1,29.26
580,23,3,23.46
199,19,5,10.09
4238,24,4,22.29
2146,51,4,39.6
197,33,5,26.92
4601,52,2,36.45
930,37,1,13.69
3615,1,2,42.11
577,5,3,27.52
968,36,5,2.12
4960,69,3,29.83
4686,65,2,18.11
2886,2,2,1.51
2236,75,3,35.09
1405,35,5,17.46
3730,68,2,26.31
3945,54,1,1.39
2011,37,2,43.69
4960,84,2,0.27
4550,68,4,23.75
4457,24,2,16.18
1611,66,2,33.67
4731,21,4,37.88
2416,15,3,19.31
4490,83,2,38.61
1497,96,4,10.1
2087,80,5,14.18
2153,53,3,6.5
3521,70,3,26.57
4215,49,5,41.99
114,85,3,39.5
439,88,4,45.76
1950,97,2,32.71
3010,77,5,4.5
4768,68,3,24.49
4009,50,4,13.85
3813,68,2,15.59
3635,40,5,8.43
1759,36,1,30.49
696,81,1,10.05
551,17,4,40.79
2161,32,5,6.07
2346,28,2,11.38
4146,68,3,5.52
1872,3,5,48.97
3810,37,1,8.7
1557,30,3,3.9
1133,25,3,20.09
4442,15,4,19.41
2572,80,1,9.31
45,62,2,28.71
1485,20,5,14.61
418,66,1,37.14
4092,94,5,18.53
407,45,3,12.77
3985,55,2,13.16
3749,3,3,47.73
93,13,1,22.58
64,25,4,34.61
1755,35,3,35.4
1476,29,5,39.86
227,23,5,28.55
1001,34,2,40.2
1554,62,3,35.01
504,82,1,48.44
3136,96,3,34.59
801,86,4,14.25
3901,64,1,9.47
2502,68,1,32.67
2206,52,5,39.97
2103,42,2,34.65
2296,46,2,26.09
3316,60,2,12.65
1822,23,3,7.74
2125,58,1,6.44
448,4,5,27.2
3681,2,1,38.94
1175,94,5,37.04
708,54,3,22.83
2425,57,2,31.65
722,56,3,15.44
3687,88,5,40.42
2037,89,2,11.47
3164,52,5,30.6
2008,56,2,36.29
502,2,3,45.31
2359,59,1,2.98
3739,91,5,29.4
2892,43,5,0.38
487,6,5,32.2
298,23,5,36.22
4252,11,4,11.17
1624,68,1,49.11
1343,15,4,20.41
1188,89,2,28.89
3637,18,3,26.18
3210,69,2,45.1
2666,58,3,2.65
3809,74,2,41.83
1064,21,3,23.2
504,88,3,44.91
2721,5,1,38.04
398,68,2,25.74
1146,98,5,5.63
3857,82,5,9.21
3726,79,4,14.06
4810,28,3,44.91
2201,63,5,2.38
4166,65,3,12.61
3151,33,3,2.61
1672,60,3,33.32
3255,66,1,35.56
3783,28,4,32.55
494,53,2,32.02
431,33,2,9.54
4719,94,4,29.85
4126,61,3,18.57
951,79,1,33.1
1811,57,3,13.58
2044,10,3,44.29
2223,37,3,26.9
821,14,2,44.16
3135,81,2,45.91
3848,84,2,12.25
1432,36,1,20.87
4178,41,1,33.8
4475,2,5,43.68
4370,95,4,45.06
4155,49,1,27.07
111,89,4,3.04
1170,1,3,46.9
301,53,1,46.1
2429,57,4,19.72
4221,10,2,36.06
2307,44,5,41.14
1578,57,5,43.51
980,87,2,22.71
677,65,1,16.02
4162,67,2,47.85
1676,45,1,47.48
821,64,3,18.15
98,65,3,30.98
2708,60,2,14.05
2607,18,1,11.38
3159,67,5,4.26
1550,90,1,1.11
777,59,3,46.09
4617,84,1,30.67
4085,46,4,39.48
3324,55,3,38.64
3544,36,3,43.49
1971,10,4,17.15
695,28,5,44.66
4458,64,1,25.99
1786,98,1,23.48
3775,99,4,32.85
2549,31,2,42.53
2926,74,1,37.48
3121,70,4,37.77
2551,80,5,34.94
48,63,3,27.87
365,89,4,3.71
2831,22,1,0.01
1106,30,5,20.99
3824,23,2,19.12
2492,97,2,35.35
188,20,4,17.49
3821,17,1,39.13
4230,98,2,9.87
444,39,1,19.67
3237,52,3,34.14
4976,66,2,45.28
3733,64,3,17.22
2835,12,2,43.07
3952,79,4,11.7
800,57,1,7.49
2818,46,2,24.23
2370,3,4,1.5
692,58,2,6.75
991,81,1,17.26
456,17,1,3.94
2889,97,2,43.15
2329,39,3,16.02
3279,59,2,30.42
3841,29,4,6.48
1456,78,2,33.11
2289,100,3,48.28
1188,19,1,10.21
3914,53,3,24.13
4282,91,4,21.04
1540,57,2,49.72
2226,41,3,43.87
3548,58,2,16.95
1398,63,3,23.06
328,15,5,13.22
1974,42,5,18.45
3329,5,5,7.78
3483,68,3,40.71
4492,40,1,22.45
35,34,4,20.51
3276,42,3,13.56
2544,86,1,1.61
1852,9,3,49.15
1835,64,4,8.5
2037,8,1,31.43
1287,55,3,49.59
921,34,3,30.57
1988,94,3,28.62
1695,85,3,6.83
3881,10,1,33.76
161,18,4,16.06
3402,48,4,17.96
2632,6,5,36.22
3403,29,4,22.86
2489,58,2,8.74
4281,96,5,1.28
2224,52,3,21.97
4452,21,2,19.56
4017,3,3,17.14
702,86,2,31.58
2908,78,2,44.67
988,61,3,2.59
3043,64,1,10.2
3401,44,5,35.46
771,44,1,44.9
1479,44,3,39.09
2064,99,3,26.31
4215,27,4,28.7
3031,43,3,38.06
1936,39,5,9.79
1849,13,4,39.92
557,3,5,36.59
249,73,1,28.38
4653,1,3,41.52
1388,84,1,16.78
4497,74,2,2.23
2133,25,2,32.54
2941,25,2,3.81
2720,2,5,36.56
3316,25,4,5.43
713,93,3,47.51
86,29,3,7.77
821,78,5,49.7
3955,78,5,13.42
38,57,5,36.09
1613,80,5,10.61
751,72,4,37.48
4771,45,4,46.39
1086,73,4,17.71
2286,44,4,2.44
3383,68,4,28.53
4558,82,4,28.15
3499,83,5,45.27
4916,37,1,30.66
4257,47,3,36.87
2697,2,1,36.67
3457,60,4,1.27
1557,50,1,22.34
3611,36,1,8.61
2366,63,3,31.13
3378,80,5,29.14
1656,22,3,31.4
593,99,3,30.18
600,83,1,40.46
2319,32,3,19.29
3726,73,3,21.7
143,96,1,45.25
2299,31,5,28.55
2217,4,1,12.23
3088,2,3,22.54
3254,76,4,4.24
2206,45,5,8.15
868,88,3,26.03
4920,93,4,27.05
77,15,2,7.97
1329,59,3,44.99
1413,59,3,19.99
339,62,4,23.15
2133,25,1,8.73
2751,93,1,22.64
1637,73,5,21.44
2690,80,2,46.9
3488,45,2,20.17
2073,99,5,38.42
4432,72,1,30.77
3527,50,1,31.14
1808,99,3,12.22
1480,60,5,24.2
3481,18,5,1.44
3822,89,4,1.26
2052,57,3,19.18
1973,58,2,40.28
3132,99,2,40.3
1831,56,3,25.66
3837,23,5,43.86
2478,66,3,20.97
1345,76,1,2.56
1715,91,3,36.07
2170,41,4,32.62
3419,31,1,23.76
1806,25,1,44.15
806,85,2,23.16
3630,85,5,17.56
4446,69,4,42.89
459,57,3,37.79
2459,91,4,34.83
4866,59,4,28.86
1682,2,2,20.62
4325,44,3,31.91
138,21,4,30.42
1831,55,2,37.17
3410,1,5,43.48
3614,14,2,15.05
1337,43,4,22.01
3262,43,1,10.9
4952,36,3,42.36
4350,16,3,35.03
4449,41,3,21.25
3896,97,4,36.2
4075,85,1,5.02
1878,12,4,9.67
54,81,2,4.7
1442,95,1,1.11
3646,60,2,10.33
3768,46,5,27.35
61,75,4,16.36
422,52,5,13.76
1639,16,5,1.17
4621,77,2,7.55
2901,96,4,38
4299,23,2,40.04
1610,51,4,17.78
1079,64,3,25.59
3502,22,2,38.84
4732,48,2,22.54
895,79,5,33.88
1628,36,3,5.49
2067,7,4,43.55
4125,1,3,23.98
1452,45,3,9.69
4572,81,4,34.45
4100,2,5,3.68
3635,64,5,37.17
1075,83,2,16.59
4978,95,3,35.04
1581,61,4,40.05
964,18,3,26.59
1105,34,4,30.85
2470,38,2,40.69
3587,66,5,40.77
2598,74,2,48.03
847,2,1,42.65
1429,27,3,16.94
2734,75,4,44.77
690,24,3,15.33
422,91,3,9.53
3703,58,1,40.53
4686,90,1,23.7
3390,36,4,33.49
4534,4,4,24.66
1109,95,1,38.16
985,62,5,7
1721,69,4,15.22
2208,23,5,36.79
4436,16,1,7.18
945,56,5,46.29
4265,82,1,29.98
1258,2,3,23.47
2229,68,1,24.93
1035,56,4,0.85
3057,14,3,5.18
551,27,4,27.7
4126,18,3,20.65
3663,3,3,34.4
139,6,2,27.31
2290,6,2,41.46
3641,47,1,29.84
3653,7,3,9.77
4470,78,4,41.35
2114,1,1,30.95
1854,71,1,31.33
996,81,3,16.66
1899,58,1,34.4
1641,62,5,22.01
2275,100,5,29.82
2121,94,5,18.12
3281,40,4,8.66
804,28,4,28.31
2107,11,3,22.05
4548,15,3,33.78
388,25,4,31.72
4022,91,4,3.21
4200,33,4,36.13
2676,65,5,33
3258,45,4,24.82
4279,100,5,40.89
4027,61,3,37.18
1543,29,5,0.15
4115,90,3,1.22
4693,35,5,37.18
794,5,5,0.89
4328,8,5,9.81
4532,23,3,15.9
2078,94,2,38.94
4011,97,1,23.06
1399,95,3,14.58
1313,97,4,22.78
3077,38,1,47.94
284,85,4,20.45
4337,53,5,16.37
1919,80,4,22.15
4419,11,1,47.29
3415,67,3,33.96
475,85,1,42.71
746,12,2,29.59
2790,70,4,14.3
1859,79,2,34.71
3101,65,1,4.06
1429,41,3,33.49
2645,5,1,11.72
4995,81,5,36.97
2309,80,1,7.23
738,70,1,38.02
1330,10,3,3.16
4685,71,3,24.21
2990,56,5,2.86
2658,90,3,37.57
745,5,4,14.44
1871,76,4,17.64
1726,83,3,0.86
3627,9,4,4.76
4176,24,5,16.99
1565,2,1,18.03
2996,90,1,19.61
870,56,4,26.31
1911,55,3,44.71
4944,79,4,22.08
1303,29,5,3.32
2264,74,2,35.66
3301,42,1,22.86
3622,29,4,2.29
1352,74,3,31.79
2711,92,4,39.25
3874,15,4,31.04
3896,68,1,38.06
4572,8,5,22.36
3705,45,4,40.27
2464,21,1,15.4
2817,16,3,25.81
4036,59,5,10.15
3255,45,3,6.82
1714,85,1,3.49
4628,85,2,39.21
4183,80,5,49.88
1668,77,1,39.73
2726,92,3,17.69
4765,67,5,47.54
944,59,1,11.31
3334,48,5,1.23
1487,74,5,14.11
4580,99,3,10.09
1746,44,5,41.29
3711,24,3,16.45
4337,3,1,29.13
3918,55,5,13.36
198,79,2,3.12
1107,49,5,13.58
4186,47,4,5.24
2212,56,1,36.91
1093,30,5,5.62
2601,39,3,37.04
1612,1,2,2.29
573,52,1,40.2
4851,2,5,21.22
781,26,1,32.01
4822,31,1,44.52
1,97,1,1.7
644,89,5,2.65
3365,51,1,24.14
2615,80,5,24.41
4981,11,1,5.14
3212,1,2,6.77
4678,67,4,17.56
4636,10,1,26.75
2566,69,5,47.41
2252,18,3,46.97
3131,27,4,41.72
3702,8,3,44.63
890,55,5,21.13
2944,80,3,11.99
1596,48,3,16.12
1374,84,4,30.44
363,84,5,8.25
523,41,1,26.41
1904,33,3,11.93
577,37,1,12.98
4178,55,3,20.58
4560,55,2,27.79
1658,15,2,28.97
2021,63,1,9.56
716,1,5,38.34
4324,73,4,9.65
4349,60,4,5.59
59,23,5,11.87
1427,75,3,44.22
4225,91,2,43.35
3,96,3,10.47
4204,14,2,27
3674,100,3,34.55
2618,99,2,47.47
2617,79,1,26.2
2584,32,3,30.67
4085,4,1,20.67
4290,33,5,24.15
170,39,1,17.97
1680,75,2,42.25
4121,47,2,34.49
2808,41,3,21.1
4962,16,2,4.11
2512,32,1,49.06
3033,54,3,35.95
2030,33,1,23.08
154,10,2,49.97
1728,84,1,19.22
4329,28,5,25.93
3601,40,5,16.69
4170,24,3,12.63
821,53,2,40.02
3374,88,5,8.98
1386,64,3,36.51
621,21,2,20.32
796,77,5,25.83
834,12,3,40.94
1049,69,4,18.79
3771,100,3,2.69
1722,72,5,30.7
229,2,5,38.33
2182,8,3,23.83
386,74,5,15.64
1116,98,4,25.6
3484,17,5,31.17
2154,88,1,32.66
3090,97,4,45.7
2600,100,5,25.78
3056,43,1,13.27
2109,8,1,47.31
154,46,3,36.43
1893,58,1,44.93
3452,21,5,2.83
2513,51,5,21.91
3579,25,2,33.39
3683,74,1,26.62
1195,88,4,23.55
1414,34,1,12.36
251,4,5,40.7
1928,23,3,35.05
435,25,3,30.04
4577,21,3,15.52
2731,76,1,23.45
4017,80,5,6.61
1687,25,2,1.37
399,23,1,16.06
1161,15,1,43.37
1609,33,1,9.62
2029,73,1,28.11
2886,3,5,3.09
2512,36,3,26.02
329,45,4,36.93
4229,51,4,38.31
3359,22,2,44.74
420,86,5,32.63
144,14,4,8.35
1021,25,3,38.36
1348,40,3,39.04
66,98,5,17.1
2157,89,5,45.79
1612,11,2,44.78
2932,58,2,17.21
2687,32,5,3.38
1842,65,4,30.67
4927,16,1,25.64
4243,42,2,16.93
4684,21,3,20.56
2229,97,1,22.84
4562,36,1,29.8
2137,76,3,48.96
228,51,5,15.01
220,36,1,41.39
1023,59,5,46.83
1204,27,5,36.18
2365,28,1,38.67
1676,99,4,32.22
3228,31,2,42.34
4327,53,3,10.55
2006,17,3,11.95
884,49,4,17.37
3174,18,1,32
3275,60,2,15.66
1005,79,4,45.27
1694,46,5,35.19
1271,36,4,2.55
466,96,3,15.55
2685,79,3,32.56
3784,96,5,17.91
3888,25,5,33.58
2329,88,5,19.57
1609,56,3,38.32
4181,30,1,0.64
2032,51,3,3.09
4114,12,4,21.33
4221,15,1,47.46
511,36,4,44.97
2465,79,5,17.91
745,21,5,23.22
4469,59,2,15.07
276,76,1,5.3
1300,50,1,13.57
3851,71,3,19.22
2224,44,1,26.34
1920,28,5,43.99
4700,21,2,21.52
3759,54,1,17.16
892,40,5,15.85
4490,47,2,31.1
4396,5,2,21.61
1493,24,5,0.89
2217,18,5,7.31
4106,77,2,36.79
1193,32,5,31.8
2962,22,5,25.7
872,23,4,38.56
2158,57,1,16.16
2120,95,3,8.73
4982,100,3,13.48
4061,55,2,28.76
3925,47,3,8.47
2270,45,5,22.2
3668,37,4,40.9
3904,39,2,25.96
161,22,4,14.7
3015,43,1,21.28
4630,94,3,7.04
1251,19,4,20.7
65,21,1,27.2
4096,80,1,17.14
4597,40,3,41.1
4048,27,1,22.24
2276,86,3,13.43
457,95,3,16.39
4481,85,5,30.88
4474,27,4,39.59
635,6,4,12.68
916,18,2,10.89
2528,93,2,17.02
2056,55,3,31.54
222,99,2,2.77
220,16,5,44.2
4325,1,4,38.42
3250,53,4,33.68
312,42,3,25.55
4616,92,4,36.76
1315,49,2,25.9
4359,43,3,7.73
4658,27,2,13.39
3402,78,2,4.95
1158,19,1,45.11
3022,21,3,40.89
1499,57,5,13.31
1172,23,1,9.24
1642,58,5,48.34
2797,66,5,33.24
781,25,2,7.94
2858,76,2,44.56
1985,3,2,28.58
1831,64,2,17.69
4084,98,2,2.25
3416,4,1,22.91
1691,85,4,11.62
1102,50,5,20.99
2680,26,2,20.8
3891,80,2,39.53
1694,42,1,48.99
2693,30,5,46.45
3600,7,3,16.79
3501,40,1,17.38
4681,98,1,15.74
3427,27,3,41.16
1562,12,2,36.39
4593,36,1,27.27
4154,43,5,39.1
3989,51,1,30.74
713,76,1,25.03
4177,6,1,10.49
2430,51,5,38.2
362,50,5,47.27
3026,60,1,11.26
126,17,4,33.87
2671,15,4,23.93
2945,29,4,2.56
3333,87,5,17.8
2836,77,1,37.23
3131,66,2,7.85
2024,75,5,46.96
4455,85,1,47.11
3000,1,2,6.85
1040,32,3,31.21
1125,51,5,35.2
434,56,4,25.29
2792,86,3,5.18
1584,33,3,15.04
1610,37,3,0.38
1069,14,1,41.31
153,88,1,5.2
2640,62,1,22.8
4318,43,3,9.99
98,94,5,23.45
664,48,2,34
2513,74,5,39.36
1625,29,3,9.27
1293,77,5,25.78
2561,86,4,44.02
2093,48,5,3.21
3460,44,2,31.86
2506,40,1,3.72
226,42,1,1.42
2370,22,4,30.61
4405,56,1,2.84
3335,90,3,44.46
4124,67,4,4.01
1997,96,1,44.77
1755,65,1,42.28
2443,70,4,45.93
1540,61,5,28.97
4573,30,1,42.23
1633,20,4,17.58
98,69,5,30.51
465,92,4,36.51
1630,1,2,36.37
79,12,3,20.5
4438,6,3,9.36
3625,64,1,9.92
1956,12,2,33.75
1250,79,4,10.62
3696,13,4,31.81
694,82,3,14.44
1633,4,5,46.47
1419,38,1,2.44
1605,97,3,34.63
16,61,4,12.07
4058,18,4,13.39
4956,15,4,26.13
1257,9,2,16.26
2419,22,4,12.86
96,76,2,2.13
3998,29,3,39.81
2655,90,3,44.35
2683,12,2,20.6
943,4,4,18.93
4679,27,5,42.86
4335,27,5,47.88
1104,20,3,2.3
117,71,5,7.98
4272,38,1,12.61
1555,1,2,36.78
559,84,5,29.46
1942,47,3,7.89
2032,49,2,48.15
27,61,3,30.3
4546,82,4,46.28
2381,62,4,31.13
3321,66,5,28.78
3345,73,1,1.15
4093,29,5,7.22
4488,80,1,38.49
1537,14,1,33.22
899,12,1,41.03
4446,30,4,27.2
4196,74,4,37.01
3294,13,3,27.52
2455,88,1,4.71
152,51,5,19.9
318,45,5,3.98
1732,53,1,23.18
2132,80,5,31.53
2880,94,4,40.03
1865,87,3,10.63
2007,59,3,24.6
1381,96,1,36.28
867,95,5,47.89
231,69,1,46.48
2917,82,2,15.27
3056,65,2,31.83
3208,16,3,46.57
808,63,5,13.03
4054,82,3,39.95
2175,46,1,4.12
3545,72,5,4.95
513,51,1,46.03
1800,78,2,46.78
963,76,4,11.86
3812,90,5,42.59
3868,60,3,28.29
3937,15,2,20
1936,93,4,22.55
4673,19,3,34.78
4863,57,4,44.38
3179,76,2,4.09
1623,31,4,32.71
1186,47,1,23.82
1535,76,5,12.73
959,93,5,37.31
3083,97,4,44.03
816,95,4,10.37
4794,85,1,4.09
2380,98,5,33.94
4809,73,5,43.21
3895,53,1,24.79
4351,91,1,28.08
2732,32,1,4.61
1861,17,5,47.64
819,58,1,10.92
23,91,1,46.53
2159,27,1,30.81
1360,58,2,49.24
4896,78,1,9.68
3982,33,2,37.5
3024,67,1,8.34
944,80,2,12.21
22,61,1,34.73
2858,90,2,21.56
4542,72,5,18.97
385,41,1,49.98
900,1,1,5.96
3533,98,1,0.44
3224,68,1,11.96
4902,74,2,10.15
411,32,5,25.2
4303,5,5,36.85
4226,50,2,26.28
4711,21,5,42.38
3031,26,4,25.36
4438,11,1,44.34
795,27,5,24.51
706,32,1,5.38
3972,43,3,17.55
2140,24,5,38.32
1841,33,2,29.77
4981,54,2,0.18
720,74,1,25.44
3918,9,2,30.65
4436,65,4,34.41
2210,77,2,4.08
3582,6,3,4.19
2810,6,5,27.35
3456,43,4,40.41
3902,92,2,1.28
4446,98,2,10.69
2721,32,5,2.7
3559,58,5,44.16
1434,39,1,47.89
79,10,2,20.61
962,7,3,20.51
1954,50,3,46.02
3907,19,5,8.35
2499,10,3,12.64
4844,30,3,39.14
2388,46,4,8.28
4510,71,3,27.01
1797,14,4,17.35
4542,31,3,43.89
1655,53,2,21.16
3423,47,2,5.53
4512,80,4,0.45
1398,54,3,38.83
1378,50,4,13.77
1363,7,3,8.79
4445,86,4,26.36
998,47,1,0.75
803,21,2,21.93
3098,99,4,39.32
4129,15,4,36.34
1082,84,2,4.73
2707,97,4,47.54
3800,16,4,3.86
524,4,5,29.22
1666,97,4,38.98
3145,58,4,0.91
639,3,2,28.15
3500,90,4,49.19
4017,58,5,9.43
4940,95,2,36.97
950,21,3,28.42
1644,50,3,4.79
582,77,4,45.45
1490,24,3,14.37
4002,79,3,49.5
2760,18,5,47.47
729,89,1,30.5
553,99,3,11.85
500,46,3,12.58
4579,42,5,19.72
3986,98,2,8.28
3546,64,4,25.05
2890,30,4,12.61
102,44,2,22.91
1529,37,1,32.83
701,49,3,29.94
583,30,2,20.32
3910,86,2,11.83
4207,24,4,8.6
850,40,2,2.25
346,15,3,33
218,64,4,18.69
529,13,2,40.48
3269,26,5,24.61
1955,50,5,32.51
2054,29,3,42.67
2281,12,1,22.22
313,67,2,34.02
344,58,3,19.7
728,19,4,12.02
2983,12,4,36.58
1702,12,2,49.61
1077,35,5,33.06
2316,38,2,47.13
1820,65,3,37.87
4539,70,1,46.3
2969,36,1,38.12
4031,13,4,2
1085,27,3,5.18
3198,78,4,22.48
113,29,2,29.69
4949,72,5,14.65
891,21,4,20.77
1990,47,3,24.7
2735,19,2,6.62
146,71,1,1.47
2407,60,3,11.6
3976,31,2,23.13
11,97,2,5.77
4921,14,5,1.35
1170,77,3,0.86
3990,56,1,24.13
656,65,2,10.97
4929,97,4,42.76
2486,54,3,6.63
1110,46,2,23.55
4745,7,5,35.7
2012,59,1,7.09
3839,3,3,9.53
1070,55,1,6.31
1028,60,3,29.9
4828,77,2,39.86
1131,48,2,11.06
3294,57,3,26.77
816,10,1,31.76
3715,64,4,35.72
3263,88,3,4.44
101,21,2,34.04
4817,61,2,14.81
3946,80,1,1.22
1968,25,2,21.17
4481,17,4,38.36
2188,98,1,20.9
2651,55,3,27.24
1914,3,4,4.36
1156,27,5,17.47
1807,15,3,48.95
3782,60,5,44.35
862,78,1,14.51
4650,74,5,41
1924,19,3,11.21
136,51,5,13.47
4403,42,4,22.29
3352,3,1,46.47
4238,56,4,39.13
4759,38,3,40.76
2817,31,2,27.82
1099,40,4,10.96
2512,26,3,25.38
452,33,4,30.65
962,48,4,48.68
3894,75,1,2.07
2474,97,1,41.95
1256,44,2,16.91
1364,66,1,38.14
1653,68,5,36.47
4264,46,3,38.84
2141,37,3,10.24
2846,20,5,1.73
2991,89,5,48.23
2421,77,1,25.82
3707,62,2,3.25
2811,75,1,9.73
1712,62,2,40.66
2082,20,3,49.18
4129,49,2,8.81
3526,83,2,22.89
394,97,2,40.38
3247,81,4,14.46
2559,53,3,15.64
3598,87,5,21.14
3984,50,1,21.26
1042,14,4,30.78
2123,31,1,8.15
4576,5,3,36.45
3164,3,3,11.77
1937,45,1,47.51
1714,30,4,23.09
4783,39,1,16.44
3907,55,1,46.02
2595,21,2,33.59
4636,23,2,27.6
4183,51,3,5.54
1291,15,3,3.8
531,23,1,22.31
3452,5,5,45.18
3691,52,5,9.3
1063,98,3,17.67
4968,63,3,12.9
321,84,4,40.59
2309,77,3,36.88
2349,75,1,42.22
4835,71,3,11.99
4237,3,3,35.06
349,28,1,6.44
2763,89,3,13.94
3404,54,1,34.83
3509,14,1,30.74
2645,57,5,47.83
4005,46,5,4.69
535,71,5,18.24
3597,48,1,30.78
2508,100,2,21.79
2520,5,2,36.14
1260,26,1,29.45
2865,83,3,12.44
2173,53,4,28.23
1187,85,3,27.99
2153,5,4,27.06
1526,55,3,47.4
522,4,3,22.73
4539,37,4,9.63
703,62,4,20.72
4911,18,3,11.87
4734,91,2,44.88
4576,27,4,1.2
1074,61,4,19.08
2309,14,1,26.43
2791,19,5,45.24
3715,73,1,19.23
1607,44,1,37.66
618,42,5,36.93
3756,29,1,42.06
3066,62,3,13.94
2281,79,2,35.04
1717,54,2,35.84
809,100,3,24.67
1043,44,4,45.32
2181,51,3,21.52
4498,39,3,27.24
2360,12,5,18.34
4694,50,1,20.84
3343,56,3,21.81
4287,74,5,22.19
3361,99,4,10.29
3701,40,5,38.18
2917,84,5,35.16
4871,100,1,45.17
1692,90,4,32.14
3660,53,5,36.55
3660,17,4,25.1
50,70,3,30.36
3045,26,1,25.86
2529,36,2,32.05
3216,15,1,16.88
3390,27,5,26.18
2782,11,4,40.38
1562,64,1,20.96
4104,28,2,29.08
4693,78,1,28.99
719,7,4,3.97
4137,83,3,33.32
3419,37,2,22.62
2141,35,4,36.49
486,89,5,42.2
2836,53,5,1.35
292,31,3,29.5
2944,81,1,21.57
3961,30,2,32.33
2489,31,2,1.12
3271,79,2,35.28
1902,96,5,27.76
590,67,1,39.64
2817,2,1,16.41
2657,52,1,44.28
2188,78,1,24.14
1172,15,4,8.12
3467,13,1,19.18
2273,97,4,1.94
1793,2,5,9.14
3406,33,4,21.01
2155,90,5,25.24
2019,45,2,3.13
1873,33,4,24.81
3016,43,2,39.93
1776,60,2,46.02
1294,34,1,9.33
4589,94,4,30.64
4676,49,1,49.29
1004,59,5,32.45
4070,82,1,14.29
2409,64,4,36.45
3438,32,4,21.82
3468,80,1,42.75
625,58,2,25.55
4828,11,4,21.81
4720,69,5,17.89
3317,42,1,7.27
3433,28,2,7.2
4180,68,3,1.74
3953,5,3,36.39
1829,15,5,7.39
1924,13,3,39.81
24,4,3,18.73
2835,85,4,40.62
3305,84,1,32.11
3586,85,1,2.26
1413,56,5,25.81
671,51,5,35.55
3780,70,4,1.48
1667,87,1,32.1
2239,81,1,44.47
2430,69,4,45
2684,88,2,3.55
2752,76,5,8.72
4773,42,2,5.44
1969,84,3,41.73
3696,46,1,45.84
4276,70,2,49.12
2495,75,4,31.4
1474,62,3,14.36
4750,16,5,6.36
1560,4,5,49.4
2203,5,3,8.98
3372,94,1,24.47
4341,24,4,21.16
4258,30,2,10.47
3688,60,4,36.36
1454,47,2,17.62
2876,50,1,7.02
1198,100,1,1.05
1559,90,2,43.24
4646,99,5,24.05
2164,84,3,20.71
181,86,5,5.49
3693,36,1,46.36
1854,79,2,37.1
4303,76,3,46.34
4999,1,2,9.99
946,5,3,29.96
1954,37,5,33.01
3020,84,3,9.62
2034,83,5,40.79
2287,85,3,26.7
4599,61,1,18.51
462,30,4,19.01
3230,86,5,45.63
2908,98,1,10.28
4501,77,5,12.16
4996,4,2,4.87
3091,30,3,14.15
847,71,1,35.8
3987,94,3,3.27
4698,50,3,37.93
3096,25,4,34.11
3656,58,2,38.45
4315,25,4,30.76
2910,22,3,41.66
4729,53,4,26.53
3339,75,5,28.89
1529,40,4,25.68
641,9,4,9.47
3731,58,2,38.41
1550,84,5,6.22
4864,46,4,27.8
2785,73,1,21.35
3170,54,2,39.19
3407,40,1,10.64
3502,75,2,33.49
1588,85,4,47.44
2456,36,3,30.93
1998,37,2,43.57
2580,84,4,46.61
4962,1,5,7.56
1745,21,2,38.58
2596,15,3,26.96
3306,55,3,45.85
3437,22,4,38.57
2787,33,1,43.87
74,33,4,18.58
685,90,1,5.17
5,40,4,33.74
2798,94,3,19.62
3141,42,3,23.35
3048,83,3,37.04
2791,46,2,0.05
4149,90,5,13.33
1235,81,5,37.36
1036,13,1,13.33
4208,14,3,5.35
1348,80,2,8.51
1336,50,4,3.68
3030,48,5,24.3
3551,6,4,1.51
3440,14,4,33.1
3583,65,1,26.62
4926,99,3,19.58
4656,68,2,6.75
967,25,5,22.09
83,80,4,10.26
3925,29,3,11.01
428,34,1,6.93
4287,64,5,36.79
2868,55,3,26.31
4610,6,2,26.03
3675,90,3,44.09
2543,77,5,18.83
584,49,1,5.33
1610,89,2,39.06
1571,18,2,30.82
4760,81,4,42.09
4525,93,5,6.3
870,89,2,32.58
872,1,1,0.29
2191,57,1,24.13
3441,4,5,32.53
828,35,5,3.12
35,25,2,12.42
3373,53,2,36.3
4926,82,1,31.81
781,93,2,43.09
2147,79,2,41.51
3980,67,4,9.49
2280,76,1,42.05
1015,78,4,26.21
188,15,2,38.24
3029,23,2,33.84
3484,46,2,1.51
2499,98,5,19.88
4948,99,3,46.99
